title,country,city,link,protocol,ip,port,domain,as_organization,host
,CN,,https://o69iay0p.007.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://o69iay0p.007.zf.xd.com
,CN,,https://o69iay0p.sxd.aipai.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://o69iay0p.sxd.aipai.zf.xd.com
,CN,,http://o69iay0p.wan8.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.wan8.zf.xd.com
,CN,Beijing,http://s280.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s280.ios.js.xd.com
,CN,Beijing,http://s1514.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1514.ios.js.xd.com
,CN,Beijing,http://s585.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s585.js.xd.com
,CN,Beijing,https://s603.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s603.js.xd.com
,CN,,http://www.52xiyou.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",www.52xiyou.zf.xd.com
,CN,Beijing,http://s297.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s297.js.xd.com
,CN,Beijing,http://s528.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s528.js.xd.com
,CN,Beijing,http://s1033.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1033.ios.js.xd.com
,CN,Beijing,http://s1001.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1001.ios.js.xd.com
,CN,,http://o69iay0p.sxd.aipai.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.sxd.aipai.zf.xd.com
,CN,Beijing,https://s588.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s588.ios.js.xd.com
,CN,,http://o69iay0p.sxd.666wan.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.sxd.666wan.zf.xd.com
,CN,Beijing,http://s527.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s527.js.xd.com
,CN,Beijing,https://s598.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s598.ios.js.xd.com
,CN,,https://www.96pk.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://www.96pk.zf.xd.com
,CN,Beijing,https://s210.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s210.ios.js.xd.com
,CN,Beijing,https://s953.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s953.ios.js.xd.com
,CN,Beijing,http://s713.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s713.ios.js.xd.com
,CN,Beijing,https://s442.511wan.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s442.511wan.js.xd.com
,CN,Beijing,http://s411.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s411.js.xd.com
,CN,Beijing,http://s293.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s293.js.xd.com
,CN,Beijing,http://s243.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s243.ios.js.xd.com
,CN,Beijing,https://s186.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s186.ios.js.xd.com
,CN,Beijing,http://s197.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s197.ios.js.xd.com
,CN,Beijing,https://s960.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s960.js.xd.com
,CN,,http://o69iay0p.3977.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.3977.zf.xd.com
,CN,Beijing,https://s671.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s671.js.xd.com
,CN,,https://www.17lailai.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://www.17lailai.zf.xd.com
,CN,Beijing,http://s1099.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1099.ios.js.xd.com
,CN,Beijing,https://s132.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s132.ios.js.xd.com
聚购神仙道官网,CN,,http://juugoo.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",juugoo.zf.xd.com
,CN,Beijing,http://s567.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s567.js.xd.com
,CN,Beijing,https://s1589.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1589.ios.js.xd.com
,CN,Beijing,https://s852.511wan.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s852.511wan.js.xd.com
,CN,Beijing,http://s669.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s669.ios.js.xd.com
,CN,Beijing,https://s743.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s743.js.xd.com
,CN,Beijing,http://s323.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s323.js.xd.com
,CN,Beijing,http://s1189.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1189.ios.js.xd.com
,CN,Beijing,https://s695.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s695.ios.js.xd.com
,CN,Beijing,https://s282.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s282.ios.js.xd.com
,CN,,http://www.975game.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",www.975game.zf.xd.com
,CN,Beijing,https://s400.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s400.js.xd.com
,CN,Beijing,http://s405.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s405.ios.js.xd.com
,CN,Beijing,http://s563.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s563.js.xd.com
,CN,Beijing,https://s850.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s850.ios.js.xd.com
,CN,Beijing,https://s376.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s376.ios.js.xd.com
,CN,,https://www.yeyou.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://www.yeyou.zf.xd.com
,CN,,http://sxd.youxiwang.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",sxd.youxiwang.zf.xd.com
,CN,Beijing,https://s1260.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1260.ios.js.xd.com
,CN,Beijing,http://s290.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s290.js.xd.com
,CN,Beijing,http://s763.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s763.js.xd.com
,CN,Beijing,http://s665.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s665.js.xd.com
,CN,Beijing,https://s1093.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1093.ios.js.xd.com
,CN,Beijing,https://s461.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s461.js.xd.com
,CN,Beijing,http://s581.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s581.ios.js.xd.com
,CN,Beijing,https://s421.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s421.js.xd.com
,CN,Beijing,https://s237.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s237.ios.js.xd.com
,CN,Beijing,https://s636.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s636.ios.js.xd.com
,CN,,http://sxd.37wanwan.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",sxd.37wanwan.zf.xd.com
,CN,Beijing,http://s840.511wan.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s840.511wan.js.xd.com
,CN,Beijing,https://s1034.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1034.ios.js.xd.com
,CN,Beijing,http://s865.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s865.js.xd.com
,CN,Beijing,http://s397.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s397.js.xd.com
,CN,Beijing,http://s291.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s291.js.xd.com
,CN,Beijing,https://s608.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s608.ios.js.xd.com
,CN,Beijing,https://xn--s2-rg5dp9a.js.zh.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://xn--s2-rg5dp9a.js.zh.xd.com
,CN,Beijing,http://s830.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s830.ios.js.xd.com
,CN,Beijing,https://s447.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s447.ios.js.xd.com
,CN,Beijing,https://s211.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s211.ios.js.xd.com
,CN,Beijing,https://s650.511wan.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s650.511wan.js.xd.com
,CN,Beijing,http://s641.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s641.js.xd.com
,CN,Beijing,https://s551.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s551.js.xd.com
,CN,Beijing,http://s659.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s659.js.xd.com
,CN,Beijing,https://s1508.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1508.ios.js.xd.com
,CN,Beijing,https://s584.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s584.ios.js.xd.com
,CN,Beijing,https://s1249.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1249.ios.js.xd.com
,CN,Beijing,https://s762.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s762.js.xd.com
,CN,Beijing,http://s430.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s430.js.xd.com
,CN,Beijing,https://s1463.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1463.ios.js.xd.com
,CN,,http://gameben.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",gameben.zf.xd.com
,CN,Beijing,https://s774.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s774.ios.js.xd.com
,CN,Beijing,http://s918.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s918.ios.js.xd.com
,CN,Beijing,https://s1123.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1123.ios.js.xd.com
,CN,Beijing,http://s1587.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1587.ios.js.xd.com
,CN,Beijing,http://s98.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s98.ios.js.xd.com
,CN,Beijing,https://s744.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s744.ios.js.xd.com
,CN,Beijing,http://s359.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s359.js.xd.com
,CN,Beijing,https://s524.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s524.ios.js.xd.com
,CN,Beijing,http://s640.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s640.ios.js.xd.com
,CN,Beijing,https://s483.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s483.ios.js.xd.com
,CN,Beijing,https://s894.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s894.js.xd.com
,CN,,http://o69iay0p.996you.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.996you.zf.xd.com
,CN,Beijing,https://s985.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s985.ios.js.xd.com
,CN,,http://2166.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",2166.zf.xd.com
,CN,Beijing,http://s554.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s554.js.xd.com
,CN,Beijing,https://s1196.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1196.ios.js.xd.com
,CN,,http://o69iay0p.007.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.007.zf.xd.com
,CN,Beijing,https://s872.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s872.js.xd.com
,CN,Beijing,http://s729.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s729.js.xd.com
,CN,Beijing,http://s855.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s855.js.xd.com
,CN,,http://1661.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",1661.zf.xd.com
,CN,Beijing,https://s632.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s632.ios.js.xd.com
,CN,Beijing,https://s437.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s437.js.xd.com
,CN,Beijing,http://s1420.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1420.ios.js.xd.com
,CN,Beijing,http://s186.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s186.ios.js.xd.com
,CN,Beijing,http://s410.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s410.js.xd.com
,CN,Beijing,http://s549.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s549.ios.js.xd.com
,CN,Beijing,https://s810.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s810.js.xd.com
,CN,Beijing,https://s880.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s880.ios.js.xd.com
,CN,Beijing,https://s390.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s390.js.xd.com
,CN,Beijing,http://s1525.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1525.ios.js.xd.com
,CN,Beijing,https://s244.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s244.ios.js.xd.com
,CN,Beijing,https://s1713.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1713.ios.js.xd.com
,CN,Beijing,http://s484.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s484.js.xd.com
,CN,Beijing,http://s916.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s916.js.xd.com
,CN,Beijing,https://s1229.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1229.js.xd.com
,CN,Beijing,https://s256.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s256.ios.js.xd.com
,CN,Beijing,https://s921.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s921.ios.js.xd.com
,CN,Beijing,http://s364.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s364.js.xd.com
,CN,,https://sxd.2133.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://sxd.2133.zf.xd.com
,CN,Beijing,https://s578.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s578.ios.js.xd.com
,CN,Beijing,http://s122.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s122.ios.js.xd.com
,CN,Beijing,https://s414.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s414.ios.js.xd.com
,CN,Beijing,https://s933.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s933.ios.js.xd.com
,CN,Beijing,https://s820.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s820.js.xd.com
,CN,Beijing,http://s378.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s378.ios.js.xd.com
,CN,Beijing,https://s1517.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1517.ios.js.xd.com
,CN,Beijing,http://s516.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s516.js.xd.com
,CN,Beijing,http://s845.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s845.ios.js.xd.com
,CN,Beijing,https://s1173.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1173.ios.js.xd.com
,CN,Beijing,http://s742.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s742.ios.js.xd.com
,CN,Beijing,https://s1596.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1596.ios.js.xd.com
,CN,,http://o69iay0p.sxd.renren.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.sxd.renren.zf.xd.com
,CN,Beijing,https://s884.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s884.ios.js.xd.com
,CN,Beijing,https://s663.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s663.js.xd.com
,CN,Beijing,http://s310.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s310.js.xd.com
,CN,Beijing,http://s335.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s335.ios.js.xd.com
,CN,,https://www.175pt.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://www.175pt.zf.xd.com
,CN,Beijing,https://s1360.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1360.ios.js.xd.com
,CN,Beijing,https://s1389.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1389.ios.js.xd.com
,CN,,https://www.92you.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://www.92you.zf.xd.com
,CN,Beijing,http://s99.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s99.ios.js.xd.com
,CN,,https://sxd.aipai.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://sxd.aipai.zf.xd.com
,CN,Beijing,https://s676.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s676.ios.js.xd.com
,CN,Beijing,http://s326.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s326.ios.js.xd.com
,CN,Beijing,http://s1519.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1519.ios.js.xd.com
,CN,Beijing,http://s222.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s222.ios.js.xd.com
,CN,Beijing,http://s261.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s261.js.xd.com
,CN,Beijing,http://s1004.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s1004.ios.js.xd.com
,CN,Beijing,http://s385.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s385.js.xd.com
,CN,Beijing,https://s976.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s976.ios.js.xd.com
,CN,Beijing,http://s456.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s456.js.xd.com
,CN,Beijing,http://s972.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s972.js.xd.com
,CN,Beijing,http://s755.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s755.js.xd.com
,CN,,http://o69iay0p.le.zf.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",o69iay0p.le.zf.xd.com
,CN,Beijing,https://s337.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s337.ios.js.xd.com
,CN,Beijing,http://s820.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s820.js.xd.com
,CN,Beijing,https://s543.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s543.ios.js.xd.com
,CN,Beijing,https://s314.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s314.ios.js.xd.com
,CN,Beijing,https://s1231.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1231.ios.js.xd.com
,CN,Beijing,https://s1397.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s1397.ios.js.xd.com
,CN,,http://gateway.terraria.xd.com,http,203.107.33.10,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",gateway.terraria.xd.com
,CN,Beijing,http://s658.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s658.js.xd.com
,CN,Beijing,http://s852.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s852.ios.js.xd.com
,CN,,https://o69iay0p.sxd.737.zf.xd.com,https,203.107.33.10,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://o69iay0p.sxd.737.zf.xd.com
,CN,Beijing,http://s753.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s753.ios.js.xd.com
,CN,Beijing,http://s603.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s603.js.xd.com
,CN,Beijing,http://s715.511wan.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s715.511wan.js.xd.com
,CN,Beijing,http://s758.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s758.ios.js.xd.com
,CN,Beijing,http://s16.ios.js.xd.com,http,47.93.13.168,80,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",s16.ios.js.xd.com
,CN,Beijing,https://s234.ios.js.xd.com,https,47.93.13.168,443,xd.com,"Hangzhou Alibaba Advertising Co.,Ltd.",https://s234.ios.js.xd.com
